sa2_code_2021,sa2_name_2021,state_name_2021,area_albers_sqkm,median_equivalised_household_income_weekly_2021,median_total_income_excl_gov_allowances_2020,mean_total_income_excl_gov_allowances_2020,gini_total_income_excl_gov_allowances_2020,income_share_top_1pct_2020,income_share_top_5pct_2020,income_share_top_10pct_2020
114011283,Ulladulla Surrounds,New South Wales,677.6148,753,35930,47370,0.509,8.8,22,33.9
114021284,Bowral,New South Wales,55.572,1101,44537,72865,0.595,13.4,29.8,42.7
114021285,Hill Top - Colo Vale,New South Wales,174.3752,1071,51886,61402,0.414,5.6,16.7,27.3
116021631,Schofields (West) - Colebee,New South Wales,10.549900000000001,1582,,,,,,
114021286,Mittagong,New South Wales,73.7568,1013,48233,70670,0.546,18.7,30.6,40.7
115011555,Castle Hill - North,New South Wales,6.8149,1422,57065,83196,0.527,10.2,24.4,36.4
114021287,Moss Vale - Berrima,New South Wales,118.1152,979,47975,60370,0.474,8.9,21.3,32.3
114021288,Robertson - Fitzroy Falls,New South Wales,498.4941,1141,46219,67782,0.636,14.9,30.8,42.8
114021289,Southern Highlands,New South Wales,1409.7013,988,41311,58275,0.577,9.7,25,37.6
115011296,West Pennant Hills,New South Wales,7.8291,1657,58157,92316,0.572,13.1,29.2,41.1
115011553,Castle Hill - Central,New South Wales,4.1512,1346,56193,72659,0.485,6.2,19.4,31.4
115011554,Castle Hill - East,New South Wales,2.072,1132,51414,77900,0.547,10,25.3,37.7
115011621,Kellyville - East,New South Wales,5.7375,1497,,,,,,
115011622,Kellyville - West,New South Wales,4.9945,1597,,,,,,
115021297,Dural - Kenthurst - Wisemans Ferry,New South Wales,377.5396,1364,55769,91155,0.579,18.7,33.3,44.2
115021298,Galston - Laughtondale,New South Wales,191.699,1318,53808,80597,0.544,11.3,27.5,39.4
115031299,Bilpin - Colo - St Albans,New South Wales,2160.1601,1055,47184,59035,0.486,8.7,21,32.1
115031300,Kurrajong Heights - Ebenezer,New South Wales,331.85,1246,56404,67736,0.445,6.9,19,29.8
115041301,Pitt Town - McGraths Hill,New South Wales,80.503,1245,,,,,,
117021637,Marrickville - South,New South Wales,2.9929,1354,,,,,,
115041623,Box Hill - Nelson,New South Wales,21.0706,1576,,,,,,
116011304,Blacktown (North) - Marayong,New South Wales,7.3828,979,51582,56806,0.397,4.4,15,25.4
116011306,Doonside - Woodcroft,New South Wales,9.9106,1025,54832,59354,0.385,4,14.3,24.6
115041624,North Kellyville,New South Wales,8.0039,1620,,,,,,
116021632,Schofields - East,New South Wales,11.6638,1461,,,,,,
116011307,Lalor Park - Kings Langley,New South Wales,11.7998,1097,55922,63853,0.42,4.9,16.1,26.9
116011560,Blacktown - South,New South Wales,3.3594,981,51277,56015,0.396,4.4,14.9,25.4
116011561,Blacktown - West,New South Wales,4.6753,1010,51354,55129,0.386,3.8,14.2,24.6
116021629,Marsden Park - Shanes Park,New South Wales,25.0406,1386,,,,,,
116021633,Stanhope Gardens - Parklea,New South Wales,3.9008000000000003,1452,,,,,,
116031313,Bidwill - Hebersham - Emerton,New South Wales,6.095,681,48935,50152,0.373,3.5,13.3,23.3
116021630,Riverstone,New South Wales,32.1656,1237,,,,,,
117031329,Darlinghurst,New South Wales,0.8569,1915,71676,107194,0.533,12.2,27.9,39.5
116031314,Glendenning - Dean Park,New South Wales,5.1425,1065,56022,59186,0.351,3.5,13.1,22.7
116031315,Hassall Grove - Plumpton,New South Wales,6.2052,1066,56165,59160,0.361,3.8,13.5,23.4
116031316,Lethbridge Park - Tregear,New South Wales,11.2672,793,52864,56134,0.369,3.8,13.8,23.8
116031317,Mount Druitt - Whalan,New South Wales,8.6855,779,48720,51554,0.388,3.9,14.3,24.6
117031336,Surry Hills,New South Wales,1.3164,1856,67312,95470,0.518,11.4,25.8,37.2
116031318,Prospect Reservoir,New South Wales,29.8693,1375,80847,170290,,,,
116031319,Rooty Hill - Minchinbury,New South Wales,14.6242,1042,55162,59226,0.375,4.1,14.2,24.3
117011320,Banksmeadow,New South Wales,3.9384,1661,68584,76537,0.411,,14.6,25.6
117011325,Sydney Airport,New South Wales,8.9106,1187,70782,66565,,,,
117011634,Eastlakes,New South Wales,3.1149,876,,,,,,
117011635,Mascot,New South Wales,3.0501,1390,,,,,,
117021327,Petersham - Stanmore,New South Wales,3.0033,1630,67860,86974,0.465,8,21.4,32.6
117031330,Erskineville - Alexandria,New South Wales,4.3199,2050,83036,96780,0.404,6.1,17.7,28
117031331,Glebe - Forest Lodge,New South Wales,2.3018,1583,67002,94825,0.525,11.9,26.4,37.8
117031333,Potts Point - Woolloomooloo,New South Wales,1.4636,1778,73659,112300,0.548,15,31.1,41.9
117031641,Pyrmont,New South Wales,0.9299000000000001,1776,,,,,,
117031642,Redfern,New South Wales,1.6989,1552,,,,,,
117031643,Rosebery - Beaconsfield,New South Wales,1.6423,1666,,,,,,
118011339,Bondi - Tamarama - Bronte,New South Wales,2.4962,1935,69585,122435,0.597,17.5,35.7,47.3
117031644,Sydney (North) - Millers Point,New South Wales,3.2122,2010,,,,,,
117031645,Sydney (South) - Haymarket,New South Wales,1.081,1271,,,,,,
117031646,Ultimo,New South Wales,0.5588000000000001,1207,,,,,,
117031647,Waterloo,New South Wales,1.1339000000000001,1495,,,,,,
118011340,Bondi Beach - North Bondi,New South Wales,2.4604,1984,68116,108687,0.559,14.4,31,42.4
118011341,Bondi Junction - Waverly,New South Wales,2.5235000000000003,1800,64030,101345,0.557,12.5,29,41
118011342,Centennial Park,New South Wales,1.9786000000000001,,,,,,,
118011344,Dover Heights,New South Wales,1.8705,1792,70842,123513,0.585,15.9,34,45.9
118011345,Paddington - Moore Park,New South Wales,3.725,2040,80692,142885,0.611,17.7,36.1,48
118011346,Rose Bay - Vaucluse - Watsons Bay,New South Wales,5.1368,2055,79006,187485,0.705,24,47,59.2
118011347,Woollahra,New South Wales,1.2805,2069,79723,171183,0.662,21.4,43,55.1
118011649,Bellevue Hill,New South Wales,3.1556,2090,,,,,,
118011650,Double Bay - Darling Point,New South Wales,1.5591,2120,,,,,,
118021564,Kensington (NSW),New South Wales,2.6423,1455,57807,82246,0.536,11.8,27.2,38.6
118021565,Kingsford,New South Wales,2.0141,1196,50113,72072,0.531,9.5,25.1,37.1
118021654,South Coogee,New South Wales,1.1322,1232,,,,,,
118021566,Maroubra - North,New South Wales,1.8112,1530,63227,98993,0.553,14.1,30.3,41.7
118021567,Maroubra - South,New South Wales,2.065,1226,59972,80328,0.488,8.4,22.3,33.9
118021568,Maroubra - West,New South Wales,2.0464,1350,55170,88370,0.574,22.3,34.5,44.3
118021569,Randwick - North,New South Wales,1.9356,1755,72651,104118,0.517,13.1,28.4,39
119011572,Bankstown - South,New South Wales,4.4232,765,40774,47420,0.423,4.8,16.3,27.2
118021570,Randwick - South,New South Wales,3.3725,1712,66128,91757,0.508,10.3,25.3,36.7
118021651,Coogee - Clovelly,New South Wales,2.7034000000000002,2018,,,,,,
118021652,Malabar - La Perouse,New South Wales,8.4115,1321,,,,,,
